'Elapsed time','ECG'
29.572,-0.320
29.576,-0.340
29.580,-0.323
29.584,-0.312
29.588,-0.325
29.592,-0.315
29.596,-0.320
29.600,-0.307
29.604,-0.325
29.608,-0.333
29.612,-0.328
29.616,-0.310
29.620,-0.278
29.624,-0.258
29.628,-0.212
29.632,-0.172
29.636,-0.188
29.640,-0.182
29.644,-0.135
29.648,-0.128
29.652,-0.087
29.656,-0.065
29.660,-0.087
29.664,-0.048
29.668,-0.050
29.672,-0.077
29.676,-0.098
29.680,-0.098
29.684,-0.083
29.688,-0.098
29.692,-0.065
29.696,-0.098
29.700,-0.147
29.704,-0.125
29.708,-0.125
29.712,-0.140
29.716,-0.158
29.720,-0.133
29.724,-0.147
29.728,-0.100
29.732,-0.135
29.736,-0.122
29.740,-0.175
29.744,-0.163
29.748,-0.175
29.752,-0.158
29.756,-0.152
29.760,-0.138
29.764,-0.145
29.768,-0.115
29.772,-0.138
29.776,-0.190
29.780,-0.190
29.784,-0.198
29.788,-0.190
29.792,-0.190
29.796,-0.195
29.800,-0.182
29.804,-0.163
29.808,-0.220
29.812,-0.200
29.816,-0.212
29.820,-0.215
29.824,-0.215
29.828,-0.198
29.832,-0.200
29.836,-0.215
29.840,-0.240
29.844,-0.240
29.848,-0.263
29.852,-0.287
29.856,-0.275
29.860,-0.260
29.864,-0.258
29.868,-0.235
29.872,-0.258
29.876,-0.265
29.880,-0.300
29.884,-0.300
29.888,-0.275
29.892,-0.275
29.896,-0.270
29.900,-0.247
29.904,-0.282
29.908,-0.287
29.912,-0.312
29.916,-0.323
29.920,-0.302
29.924,-0.278
29.928,-0.300
29.932,-0.282
29.936,-0.285
29.940,-0.278
29.944,-0.297
29.948,-0.338
29.952,-0.312
29.956,-0.320
29.960,-0.300
29.964,-0.282
29.968,-0.290
29.972,-0.295
29.976,-0.320
29.980,-0.338
29.984,-0.333
29.988,-0.302
29.992,-0.315
29.996,-0.307
30.000,-0.312
30.004,-0.307
30.008,-0.340
30.012,-0.320
30.016,-0.320
30.020,-0.325
30.024,-0.328
30.028,-0.285
30.032,-0.307
30.036,-0.335
30.040,-0.325
30.044,-0.345
30.048,-0.352
30.052,-0.345
30.056,-0.328
30.060,-0.335
30.064,-0.333
30.068,-0.340
30.072,-0.328
30.076,-0.335
30.080,-0.340
30.084,-0.340
30.088,-0.347
30.092,-0.345
30.096,-0.320
30.100,-0.320
30.104,-0.315
30.108,-0.340
30.112,-0.350
30.116,-0.357
30.120,-0.350
30.124,-0.325
30.128,-0.300
30.132,-0.323
30.136,-0.328
30.140,-0.325
30.144,-0.345
30.148,-0.357
30.152,-0.352
30.156,-0.312
30.160,-0.287
30.164,-0.310
30.168,-0.282
30.172,-0.300
30.176,-0.290
30.180,-0.360
30.184,-0.333
30.188,-0.302
30.192,-0.275
30.196,-0.302
30.200,-0.282
30.204,-0.282
30.208,-0.290
30.212,-0.270
30.216,-0.297
30.220,-0.258
30.224,-0.263
30.228,-0.258
30.232,-0.207
30.236,-0.215
30.240,-0.233
30.244,-0.223
30.248,-0.223
30.252,-0.210
30.256,-0.198
30.260,-0.177
30.264,-0.158
30.268,-0.172
30.272,-0.195
30.276,-0.200
30.280,-0.228
30.284,-0.245
30.288,-0.273
30.292,-0.240
30.296,-0.228
30.300,-0.265
30.304,-0.245
30.308,-0.237
30.312,-0.212
30.316,-0.200
30.320,-0.210
30.324,-0.177
30.328,-0.158
30.332,-0.147
30.336,-0.172
30.340,-0.160
30.344,-0.110
30.348,-0.110
30.352,-0.070
30.356,0.022
30.360,0.160
30.364,0.388
30.368,0.620
30.372,0.965
30.376,1.310
30.380,1.623
30.384,1.938
30.388,2.047
30.392,1.960
30.396,1.597
30.400,1.127
30.404,0.677
30.408,0.273
30.412,-0.022
30.416,-0.163
30.420,-0.235
30.424,-0.245
30.428,-0.263
30.432,-0.247
30.436,-0.275
30.440,-0.300
30.444,-0.350
30.448,-0.362
30.452,-0.350
30.456,-0.350
30.460,-0.372
30.464,-0.340
30.468,-0.365
30.472,-0.372
30.476,-0.395
30.480,-0.398
30.484,-0.422
30.488,-0.412
30.492,-0.420
30.496,-0.425
30.500,-0.435
30.504,-0.435
30.508,-0.432
30.512,-0.427
30.516,-0.438
30.520,-0.420
30.524,-0.445
30.528,-0.407
30.532,-0.378
30.536,-0.415
30.540,-0.432
30.544,-0.407
30.548,-0.407
30.552,-0.432
30.556,-0.398
30.560,-0.407
30.564,-0.365
30.568,-0.395
30.572,-0.400
30.576,-0.432
30.580,-0.390
30.584,-0.438
30.588,-0.427
30.592,-0.403
30.596,-0.407
30.600,-0.385
30.604,-0.407
30.608,-0.388
30.612,-0.407
30.616,-0.435
30.620,-0.448
30.624,-0.420
30.628,-0.378
30.632,-0.390
30.636,-0.403
30.640,-0.407
30.644,-0.440
30.648,-0.440
30.652,-0.432
30.656,-0.427
30.660,-0.407
30.664,-0.383
30.668,-0.390
30.672,-0.415
30.676,-0.395
30.680,-0.395
30.684,-0.445
30.688,-0.383
30.692,-0.378
30.696,-0.323
30.700,-0.307
30.704,-0.290
30.708,-0.290
30.712,-0.287
30.716,-0.247
30.720,-0.247
30.724,-0.210
30.728,-0.145
30.732,-0.147
30.736,-0.122
30.740,-0.158
30.744,-0.125
30.748,-0.128
30.752,-0.160
30.756,-0.147
30.760,-0.172
30.764,-0.135
30.768,-0.138
30.772,-0.150
30.776,-0.188
30.780,-0.163
30.784,-0.198
30.788,-0.172
30.792,-0.215
30.796,-0.175
30.800,-0.140
30.804,-0.177
30.808,-0.207
30.812,-0.203
30.816,-0.198
30.820,-0.212
30.824,-0.200
30.828,-0.203
30.832,-0.200
30.836,-0.190
30.840,-0.198
30.844,-0.207
30.848,-0.220
30.852,-0.210
30.856,-0.200
30.860,-0.190
30.864,-0.160
30.868,-0.188
30.872,-0.207
30.876,-0.228
30.880,-0.228
30.884,-0.253
30.888,-0.233
30.892,-0.290
30.896,-0.237
30.900,-0.223
30.904,-0.215
30.908,-0.263
30.912,-0.253
30.916,-0.265
30.920,-0.275
30.924,-0.285
30.928,-0.260
30.932,-0.245
30.936,-0.240
30.940,-0.273
30.944,-0.250
30.948,-0.328
30.952,-0.263
30.956,-0.275
30.960,-0.287
30.964,-0.278
30.968,-0.287
30.972,-0.290
30.976,-0.278
30.980,-0.275
30.984,-0.297
30.988,-0.297
30.992,-0.325
30.996,-0.282
31.000,-0.297
31.004,-0.287
31.008,-0.295
31.012,-0.285
31.016,-0.325
31.020,-0.333
31.024,-0.307
31.028,-0.312
31.032,-0.290
31.036,-0.297
31.040,-0.310
31.044,-0.320
31.048,-0.333
31.052,-0.325
31.056,-0.335
31.060,-0.295
31.064,-0.295
31.068,-0.307
31.072,-0.320
31.076,-0.300
31.080,-0.333
31.084,-0.325
31.088,-0.282
31.092,-0.310
31.096,-0.307
31.100,-0.287
31.104,-0.312
31.108,-0.312
31.112,-0.310
31.116,-0.320
31.120,-0.285
31.124,-0.300
31.128,-0.323
31.132,-0.285
31.136,-0.335
31.140,-0.310
31.144,-0.345
31.148,-0.325
31.152,-0.307
31.156,-0.320
31.160,-0.297
31.164,-0.265
31.168,-0.285
31.172,-0.312
31.176,-0.300
31.180,-0.325
31.184,-0.325
31.188,-0.328
31.192,-0.275
31.196,-0.275
31.200,-0.253
31.204,-0.282
31.208,-0.315
31.212,-0.300
31.216,-0.310
31.220,-0.320
31.224,-0.300
31.228,-0.278
31.232,-0.260
31.236,-0.275
31.240,-0.287
31.244,-0.282
31.248,-0.297
31.252,-0.278
31.256,-0.265
31.260,-0.290
31.264,-0.240
31.268,-0.250
31.272,-0.290
31.276,-0.263
31.280,-0.290
31.284,-0.278
31.288,-0.315
31.292,-0.282
31.296,-0.250
31.300,-0.240
31.304,-0.245
31.308,-0.245
31.312,-0.282
31.316,-0.273
31.320,-0.282
31.324,-0.247
31.328,-0.228
31.332,-0.195
31.336,-0.198
31.340,-0.182
31.344,-0.200
31.348,-0.200
31.352,-0.212
31.356,-0.188
31.360,-0.163
31.364,-0.165
31.368,-0.160
31.372,-0.125
31.376,-0.150
31.380,-0.177
31.384,-0.188
31.388,-0.175
31.392,-0.102
31.396,-0.107
31.400,-0.090
31.404,-0.120
31.408,-0.138
31.412,-0.150
31.416,-0.175
31.420,-0.125
31.424,-0.158
31.428,-0.152
31.432,-0.177
31.436,-0.160
31.440,-0.177
31.444,-0.190
31.448,-0.198
31.452,-0.190
31.456,-0.182
31.460,-0.147
31.464,-0.113
31.468,-0.107
31.472,-0.087
31.476,-0.083
31.480,-0.070
31.484,-0.035
31.488,0.052
31.492,0.210
31.496,0.472
31.500,0.863
31.504,1.312
31.508,1.825
31.512,2.160
31.516,2.275
31.520,2.150
31.524,1.770
31.528,1.298
31.532,0.745
31.536,0.375
31.540,0.070
31.544,-0.095
31.548,-0.177
31.552,-0.190
31.556,-0.175
31.560,-0.165
31.564,-0.125
31.568,-0.177
31.572,-0.215
31.576,-0.228
31.580,-0.275
31.584,-0.250
31.588,-0.265
31.592,-0.253
31.596,-0.225
31.600,-0.265
31.604,-0.258
31.608,-0.275
31.612,-0.300
31.616,-0.282
31.620,-0.320
31.624,-0.335
31.628,-0.307
31.632,-0.287
31.636,-0.325
31.640,-0.338
31.644,-0.323
31.648,-0.362
31.652,-0.345
31.656,-0.300
31.660,-0.320
31.664,-0.287
31.668,-0.307
31.672,-0.290
31.676,-0.340
31.680,-0.360
31.684,-0.378
31.688,-0.383
31.692,-0.323
31.696,-0.300
31.700,-0.335
31.704,-0.290
31.708,-0.328
31.712,-0.347
31.716,-0.340
31.720,-0.338
31.724,-0.345
31.728,-0.307
31.732,-0.312
31.736,-0.300
31.740,-0.320
31.744,-0.300
31.748,-0.350
31.752,-0.345
31.756,-0.335
31.760,-0.320
31.764,-0.300
31.768,-0.287
31.772,-0.295
31.776,-0.320
31.780,-0.302
31.784,-0.325
31.788,-0.310
31.792,-0.282
31.796,-0.307
31.800,-0.265
31.804,-0.290
31.808,-0.320
31.812,-0.300
31.816,-0.350
31.820,-0.312
31.824,-0.300
31.828,-0.287
31.832,-0.247
31.836,-0.225
31.840,-0.273
31.844,-0.287
31.848,-0.258
31.852,-0.200
31.856,-0.175
31.860,-0.138
31.864,-0.110
31.868,-0.058
31.872,-0.040
31.876,-0.062
31.880,-0.045
31.884,-0.050
31.888,-0.048
31.892,-0.013
31.896,0.000
31.900,-0.048
31.904,-0.037
31.908,-0.033
31.912,-0.070
31.916,-0.058
31.920,-0.087
31.924,-0.077
31.928,-0.075
31.932,-0.058
31.936,-0.095
31.940,-0.102
31.944,-0.083
31.948,-0.128
31.952,-0.125
31.956,-0.070
31.960,-0.070
31.964,-0.100
31.968,-0.087
31.972,-0.115
31.976,-0.098
31.980,-0.125
31.984,-0.138
31.988,-0.100
31.992,-0.070
31.996,-0.115
32.000,-0.110
32.004,-0.102
32.008,-0.107
32.012,-0.115
32.016,-0.135
32.020,-0.133
32.024,-0.138
32.028,-0.138
32.032,-0.113
32.036,-0.140
32.040,-0.128
32.044,-0.147
32.048,-0.177
32.052,-0.177
32.056,-0.147
32.060,-0.140
32.064,-0.160
32.068,-0.170
32.072,-0.175
32.076,-0.188
32.080,-0.190
32.084,-0.190
32.088,-0.188
32.092,-0.212
32.096,-0.177
32.100,-0.152
32.104,-0.198
32.108,-0.228
32.112,-0.228
32.116,-0.190
32.120,-0.200
32.124,-0.233
32.128,-0.195
32.132,-0.198
32.136,-0.225
32.140,-0.228
32.144,-0.245
32.148,-0.237
32.152,-0.225
32.156,-0.247
32.160,-0.212
32.164,-0.275
32.168,-0.210
32.172,-0.237
32.176,-0.235
32.180,-0.245
32.184,-0.263
32.188,-0.287
32.192,-0.203
32.196,-0.220
32.200,-0.235
32.204,-0.195
32.208,-0.247
32.212,-0.273
32.216,-0.245
32.220,-0.258
32.224,-0.273
32.228,-0.245
32.232,-0.207
32.236,-0.228
32.240,-0.233
32.244,-0.237
32.248,-0.260
32.252,-0.278
32.256,-0.265
32.260,-0.225
32.264,-0.245
32.268,-0.228
32.272,-0.258
32.276,-0.260
32.280,-0.263
32.284,-0.275
32.288,-0.247
32.292,-0.225
32.296,-0.250
32.300,-0.225
32.304,-0.228
32.308,-0.275
32.312,-0.260
32.316,-0.263
32.320,-0.245
32.324,-0.207
32.328,-0.200
32.332,-0.210
32.336,-0.237
32.340,-0.237
32.344,-0.250
32.348,-0.247
32.352,-0.253
32.356,-0.263
32.360,-0.233
32.364,-0.228
32.368,-0.212
32.372,-0.220
32.376,-0.250
32.380,-0.278
32.384,-0.247
32.388,-0.240
32.392,-0.233
32.396,-0.200
32.400,-0.188
32.404,-0.225
32.408,-0.225
32.412,-0.247
32.416,-0.273
32.420,-0.233
32.424,-0.177
32.428,-0.170
32.432,-0.160
32.436,-0.163
32.440,-0.160
32.444,-0.175
32.448,-0.170
32.452,-0.190
32.456,-0.152
32.460,-0.145
32.464,-0.120
32.468,-0.122
32.472,-0.125
32.476,-0.128
32.480,-0.128
32.484,-0.113
32.488,-0.100
32.492,-0.150
32.496,-0.090
32.500,-0.095
32.504,-0.102
32.508,-0.133
32.512,-0.152
32.516,-0.163
32.520,-0.182
32.524,-0.165
32.528,-0.170
32.532,-0.122
32.536,-0.138
32.540,-0.165
32.544,-0.185
32.548,-0.128
32.552,-0.120
32.556,-0.135
32.560,-0.083
32.564,-0.062
32.568,-0.060
32.572,-0.035
32.576,0.010
32.580,0.087
32.584,0.195
32.588,0.407
32.592,0.725
32.596,1.125
32.600,1.478
32.604,1.798
32.608,2.065
32.612,2.127
32.616,1.952
32.620,1.647
32.624,1.238
32.628,0.848
32.632,0.495
32.636,0.198
32.640,0.028
32.644,-0.125
32.648,-0.125
32.652,-0.138
32.656,-0.140
32.660,-0.147
32.664,-0.138
32.668,-0.172
32.672,-0.203
32.676,-0.188
32.680,-0.245
32.684,-0.250
32.688,-0.265
32.692,-0.245
32.696,-0.225
32.700,-0.247
32.704,-0.250
32.708,-0.273
32.712,-0.265
32.716,-0.282
32.720,-0.338
32.724,-0.323
32.728,-0.278
32.732,-0.278
32.736,-0.270
32.740,-0.300
32.744,-0.297
32.748,-0.307
32.752,-0.295
32.756,-0.263
32.760,-0.287
32.764,-0.297
32.768,-0.278
32.772,-0.265
32.776,-0.307
32.780,-0.315
32.784,-0.333
32.788,-0.287
32.792,-0.323
32.796,-0.287
32.800,-0.282
32.804,-0.282
32.808,-0.282
32.812,-0.300
32.816,-0.333
32.820,-0.290
32.824,-0.300
32.828,-0.295
32.832,-0.265
32.836,-0.302
32.840,-0.290
32.844,-0.307
32.848,-0.297
32.852,-0.300
32.856,-0.302
32.860,-0.263
32.864,-0.273
32.868,-0.285
32.872,-0.295
32.876,-0.273
32.880,-0.278
32.884,-0.270
32.888,-0.325
32.892,-0.297
32.896,-0.290
32.900,-0.287
32.904,-0.270
32.908,-0.273
32.912,-0.287
32.916,-0.297
32.920,-0.295
32.924,-0.270
32.928,-0.228
32.932,-0.225
32.936,-0.200
32.940,-0.172
32.944,-0.150
32.948,-0.150
32.952,-0.145
32.956,-0.083
32.960,-0.090
32.964,-0.050
32.968,0.000
32.972,-0.010
32.976,-0.025
32.980,-0.075
32.984,-0.037
32.988,-0.015
32.992,-0.015
32.996,0.003
33.000,-0.028
33.004,-0.028
33.008,-0.075
33.012,-0.048
33.016,-0.077
33.020,-0.062
33.024,-0.037
33.028,-0.052
33.032,-0.070
33.036,-0.060
33.040,-0.098
33.044,-0.087
33.048,-0.102
33.052,-0.107
33.056,-0.100
33.060,-0.095
33.064,-0.087
33.068,-0.075
33.072,-0.135
33.076,-0.138
33.080,-0.095
33.084,-0.147
33.088,-0.110
33.092,-0.152
33.096,-0.158
33.100,-0.115
33.104,-0.100
33.108,-0.175
33.112,-0.165
33.116,-0.158
33.120,-0.152
33.124,-0.140
33.128,-0.177
33.132,-0.160
33.136,-0.158
33.140,-0.158
33.144,-0.207
33.148,-0.207
33.152,-0.198
33.156,-0.200
33.160,-0.177
33.164,-0.185
33.168,-0.177
33.172,-0.200
33.176,-0.220
33.180,-0.215
33.184,-0.225
33.188,-0.240
33.192,-0.203
33.196,-0.215
33.200,-0.203
33.204,-0.212
33.208,-0.275
33.212,-0.282
33.216,-0.258
33.220,-0.278
33.224,-0.228
33.228,-0.240
33.232,-0.233
33.236,-0.207
33.240,-0.250
33.244,-0.270
33.248,-0.270
33.252,-0.260
33.256,-0.253
33.260,-0.228
33.264,-0.210
33.268,-0.228
33.272,-0.215
33.276,-0.250
33.280,-0.258
33.284,-0.275
33.288,-0.233
33.292,-0.245
33.296,-0.245
33.300,-0.228
33.304,-0.260
33.308,-0.250
33.312,-0.253
33.316,-0.287
33.320,-0.290
33.324,-0.265
33.328,-0.260
33.332,-0.282
33.336,-0.290
33.340,-0.287
33.344,-0.282
33.348,-0.278
33.352,-0.290
33.356,-0.287
33.360,-0.273
33.364,-0.235
33.368,-0.247
33.372,-0.312
33.376,-0.275
33.380,-0.295
33.384,-0.302
33.388,-0.302
33.392,-0.285
33.396,-0.260
33.400,-0.297
33.404,-0.265
33.408,-0.265
33.412,-0.307
33.416,-0.320
33.420,-0.295
33.424,-0.295
33.428,-0.258
33.432,-0.253
33.436,-0.245
33.440,-0.297
33.444,-0.258
33.448,-0.312
33.452,-0.302
33.456,-0.295
33.460,-0.282
33.464,-0.282
33.468,-0.300
33.472,-0.282
33.476,-0.297
33.480,-0.315
33.484,-0.287
33.488,-0.297
33.492,-0.278
33.496,-0.273
33.500,-0.265
33.504,-0.273
33.508,-0.282
33.512,-0.290
33.516,-0.275
33.520,-0.275
33.524,-0.258
33.528,-0.220
33.532,-0.235
33.536,-0.195
33.540,-0.200
33.544,-0.210
33.548,-0.240
33.552,-0.228
33.556,-0.215
33.560,-0.207
33.564,-0.158
33.568,-0.190
33.572,-0.158
33.576,-0.175
33.580,-0.185
33.584,-0.228
33.588,-0.223
33.592,-0.198
33.596,-0.188
33.600,-0.185
33.604,-0.182
33.608,-0.228
33.612,-0.228
33.616,-0.263
33.620,-0.258
33.624,-0.225
33.628,-0.212
33.632,-0.200
33.636,-0.188
33.640,-0.223
33.644,-0.198
33.648,-0.235
33.652,-0.207
33.656,-0.182
33.660,-0.207
33.664,-0.163
33.668,-0.145
33.672,-0.098
33.676,-0.087
33.680,-0.013
33.684,0.098
33.688,0.323
33.692,0.672
33.696,1.100
33.700,1.552
33.704,1.890
33.708,2.060
33.712,1.903
33.716,1.498
33.720,0.975
33.724,0.522
33.728,0.135
33.732,-0.145
33.736,-0.233
33.740,-0.320
33.744,-0.273
33.748,-0.285
33.752,-0.278
33.756,-0.258
33.760,-0.285
33.764,-0.273
33.768,-0.320
33.772,-0.352
33.776,-0.340
33.780,-0.362
33.784,-0.365
33.788,-0.372
33.792,-0.370
33.796,-0.370
33.800,-0.375
33.804,-0.370
33.808,-0.372
33.812,-0.372
33.816,-0.370
33.820,-0.400
33.824,-0.360
33.828,-0.398
33.832,-0.398
33.836,-0.400
33.840,-0.383
33.844,-0.410
33.848,-0.385
33.852,-0.415
33.856,-0.398
33.860,-0.400
33.864,-0.398
33.868,-0.378
33.872,-0.398
33.876,-0.370
33.880,-0.400
33.884,-0.398
33.888,-0.385
33.892,-0.370
33.896,-0.378
33.900,-0.378
33.904,-0.383
33.908,-0.415
33.912,-0.390
33.916,-0.400
33.920,-0.422
33.924,-0.388
33.928,-0.390
33.932,-0.370
33.936,-0.372
33.940,-0.383
33.944,-0.407
33.948,-0.400
33.952,-0.398
33.956,-0.415
33.960,-0.383
33.964,-0.385
33.968,-0.395
33.972,-0.400
33.976,-0.378
33.980,-0.390
33.984,-0.400
33.988,-0.420
33.992,-0.375
33.996,-0.372
34.000,-0.362
34.004,-0.388
34.008,-0.415
34.012,-0.388
34.016,-0.388
34.020,-0.372
34.024,-0.360
34.028,-0.323
34.032,-0.350
34.036,-0.370
34.040,-0.335
34.044,-0.323
34.048,-0.325
34.052,-0.287
34.056,-0.260
34.060,-0.258
34.064,-0.198
34.068,-0.160
34.072,-0.165
34.076,-0.185
34.080,-0.152
34.084,-0.135
34.088,-0.163
34.092,-0.115
34.096,-0.113
34.100,-0.107
34.104,-0.133
34.108,-0.138
34.112,-0.138
34.116,-0.190
34.120,-0.175
34.124,-0.147
34.128,-0.200
34.132,-0.185
34.136,-0.172
34.140,-0.177
34.144,-0.185
34.148,-0.212
34.152,-0.200
34.156,-0.210
34.160,-0.198
34.164,-0.200
34.168,-0.207
34.172,-0.247
34.176,-0.215
34.180,-0.215
34.184,-0.215
34.188,-0.215
34.192,-0.203
34.196,-0.225
34.200,-0.225
34.204,-0.220
34.208,-0.265
34.212,-0.237
34.216,-0.260
34.220,-0.295
34.224,-0.247
34.228,-0.237
34.232,-0.215
34.236,-0.270
34.240,-0.247
34.244,-0.263
34.248,-0.325
34.252,-0.282
34.256,-0.282
34.260,-0.307
34.264,-0.278
34.268,-0.270
34.272,-0.310
34.276,-0.323
34.280,-0.333
34.284,-0.320
34.288,-0.325
34.292,-0.345
34.296,-0.287
34.300,-0.287
34.304,-0.307
34.308,-0.352
34.312,-0.345
34.316,-0.375
34.320,-0.370
34.324,-0.378
34.328,-0.333
34.332,-0.362
34.336,-0.325
34.340,-0.360
34.344,-0.385
34.348,-0.385
34.352,-0.395
34.356,-0.350
34.360,-0.388
34.364,-0.370
34.368,-0.347
34.372,-0.347
34.376,-0.400
34.380,-0.385
34.384,-0.357
34.388,-0.378
34.392,-0.362
34.396,-0.350
34.400,-0.365
34.404,-0.372
34.408,-0.362
34.412,-0.412
34.416,-0.385
34.420,-0.372
34.424,-0.365
34.428,-0.340
34.432,-0.370
34.436,-0.372
34.440,-0.335
34.444,-0.378
34.448,-0.395
34.452,-0.378
34.456,-0.375
34.460,-0.378
34.464,-0.328
34.468,-0.365
34.472,-0.388
34.476,-0.365
34.480,-0.400
34.484,-0.383
34.488,-0.362
34.492,-0.347
34.496,-0.347
34.500,-0.357
34.504,-0.378
34.508,-0.352
34.512,-0.385
34.516,-0.398
34.520,-0.400
34.524,-0.338
34.528,-0.350
34.532,-0.357
34.536,-0.335
34.540,-0.375
34.544,-0.378
34.548,-0.383
34.552,-0.398
34.556,-0.400
34.560,-0.383
34.564,-0.378
34.568,-0.360
34.572,-0.378
34.576,-0.395
34.580,-0.372
34.584,-0.400
34.588,-0.357
34.592,-0.375
34.596,-0.372
34.600,-0.375
34.604,-0.340
34.608,-0.378
34.612,-0.340
34.616,-0.365
34.620,-0.335
34.624,-0.370
34.628,-0.307
34.632,-0.328
34.636,-0.287
34.640,-0.302
34.644,-0.300
34.648,-0.295
34.652,-0.282
34.656,-0.282
34.660,-0.253
34.664,-0.258
34.668,-0.240
34.672,-0.253
34.676,-0.265
34.680,-0.278
34.684,-0.247
34.688,-0.285
34.692,-0.278
34.696,-0.237
34.700,-0.240
34.704,-0.302
34.708,-0.307
34.712,-0.295
34.716,-0.287
34.720,-0.312
34.724,-0.278
34.728,-0.325
34.732,-0.270
34.736,-0.250
34.740,-0.228
34.744,-0.285
34.748,-0.247
34.752,-0.245
34.756,-0.198
34.760,-0.163
34.764,-0.152
34.768,-0.100
34.772,-0.040
34.776,0.125
34.780,0.297
34.784,0.662
34.788,1.070
34.792,1.478
34.796,1.873
34.800,2.062
34.804,2.013
34.808,1.760
34.812,1.315
34.816,0.925
34.820,0.487
34.824,0.233
34.828,0.020
34.832,-0.115
34.836,-0.177
34.840,-0.237
34.844,-0.258
34.848,-0.285
34.852,-0.312
34.856,-0.285
34.860,-0.333
34.864,-0.345
34.868,-0.345
34.872,-0.352
34.876,-0.372
34.880,-0.422
34.884,-0.388
34.888,-0.407
34.892,-0.390
34.896,-0.412
34.900,-0.425
34.904,-0.400
34.908,-0.448
34.912,-0.463
34.916,-0.460
34.920,-0.435
34.924,-0.470
34.928,-0.435
34.932,-0.383
34.936,-0.448
34.940,-0.453
34.944,-0.458
34.948,-0.453
34.952,-0.448
34.956,-0.458
34.960,-0.425
34.964,-0.435
34.968,-0.463
34.972,-0.388
34.976,-0.477
34.980,-0.495
34.984,-0.435
34.988,-0.438
34.992,-0.422
34.996,-0.415
35.000,-0.383
35.004,-0.415
35.008,-0.403
35.012,-0.477
35.016,-0.445
35.020,-0.415
35.024,-0.420
35.028,-0.403
35.032,-0.400
35.036,-0.415
35.040,-0.422
35.044,-0.422
35.048,-0.420
35.052,-0.465
35.056,-0.432
35.060,-0.425
35.064,-0.400
35.068,-0.400
35.072,-0.383
35.076,-0.435
35.080,-0.450
35.084,-0.448
35.088,-0.420
35.092,-0.400
35.096,-0.412
35.100,-0.390
35.104,-0.425
35.108,-0.383
35.112,-0.440
35.116,-0.388
35.120,-0.390
35.124,-0.357
35.128,-0.360
35.132,-0.338
35.136,-0.302
35.140,-0.290
35.144,-0.287
35.148,-0.270
35.152,-0.233
35.156,-0.165
35.160,-0.140
35.164,-0.138
35.168,-0.140
35.172,-0.110
35.176,-0.152
35.180,-0.125
35.184,-0.160
35.188,-0.152
35.192,-0.133
35.196,-0.113
35.200,-0.138
35.204,-0.145
35.208,-0.190
35.212,-0.170
35.216,-0.233
35.220,-0.172
35.224,-0.163
35.228,-0.163
35.232,-0.190
35.236,-0.145
35.240,-0.210
35.244,-0.210
35.248,-0.210
35.252,-0.207
35.256,-0.190
35.260,-0.182
35.264,-0.158
35.268,-0.185
35.272,-0.190
35.276,-0.152
35.280,-0.210
35.284,-0.225
35.288,-0.235
35.292,-0.175
35.296,-0.200
35.300,-0.200
35.304,-0.172
35.308,-0.223
35.312,-0.250
35.316,-0.247
35.320,-0.265
35.324,-0.240
35.328,-0.253
35.332,-0.223
35.336,-0.253
35.340,-0.282
35.344,-0.275
35.348,-0.300
35.352,-0.290
35.356,-0.290
35.360,-0.250
35.364,-0.263
35.368,-0.270
35.372,-0.273
35.376,-0.325
35.380,-0.325
35.384,-0.333
35.388,-0.333
35.392,-0.300
35.396,-0.300
35.400,-0.282
35.404,-0.338
35.408,-0.310
35.412,-0.310
35.416,-0.335
35.420,-0.320
35.424,-0.307
35.428,-0.312
35.432,-0.278
35.436,-0.295
35.440,-0.335
35.444,-0.345
35.448,-0.350
35.452,-0.325
35.456,-0.345
35.460,-0.310
35.464,-0.325
35.468,-0.315
35.472,-0.315
35.476,-0.360
35.480,-0.338
35.484,-0.370
35.488,-0.340
35.492,-0.323
35.496,-0.297
35.500,-0.328
35.504,-0.328
35.508,-0.340
35.512,-0.375
35.516,-0.333
35.520,-0.338
35.524,-0.345
35.528,-0.338
35.532,-0.333
35.536,-0.335
35.540,-0.350
35.544,-0.338
35.548,-0.362
35.552,-0.362
35.556,-0.350
35.560,-0.335
35.564,-0.328
35.568,-0.307
35.572,-0.310
35.576,-0.378
35.580,-0.328
35.584,-0.345
35.588,-0.360
35.592,-0.310
35.596,-0.328
35.600,-0.340
35.604,-0.333
35.608,-0.320
35.612,-0.352
35.616,-0.350
35.620,-0.320
35.624,-0.315
35.628,-0.328
35.632,-0.315
35.636,-0.310
35.640,-0.328
35.644,-0.328
35.648,-0.328
35.652,-0.365
35.656,-0.357
35.660,-0.328
35.664,-0.300
35.668,-0.297
35.672,-0.312
35.676,-0.315
35.680,-0.325
35.684,-0.320
35.688,-0.333
35.692,-0.315
35.696,-0.297
35.700,-0.320
35.704,-0.310
35.708,-0.295
35.712,-0.340
35.716,-0.307
35.720,-0.285
35.724,-0.282
35.728,-0.228
35.732,-0.220
35.736,-0.220
35.740,-0.225
35.744,-0.245
35.748,-0.240
35.752,-0.237
35.756,-0.212
35.760,-0.175
35.764,-0.170
35.768,-0.198
35.772,-0.223
35.776,-0.212
35.780,-0.233
35.784,-0.245
35.788,-0.240
35.792,-0.247
35.796,-0.237
35.800,-0.245
35.804,-0.237
35.808,-0.273
35.812,-0.263
35.816,-0.258
